    0,   0,   0,   0,   0,   0,   0,  90,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   0,   0,   0,  ;13
    0,   0,   0,   0,   0,   0,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   0,   0,  ;14
    0,   0,   0,   0,   0,  44,  44,   5,   5,   5,   5,9905,9905,   5,  80,  80,  80,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  ;15
    0,   0,   0,   0,  90,  44,  44,  44,   5,   5,   5,   5,   5,   5,  80,  80,  80,  80,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  ;16
    0,   0,   0,  90,  90,   5,  44,  44,  44,  44,  44,  44,   5,   5,   5,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,   0,  ;17
    0,   0,   5,   5,   5,   5,   5,  44,  44,  44,  44,  44,  44,  44,  44,   5,   5,  80,  80,  80,  80,  80,  80,  80,  80,  44,   5,   5,   5,   5,   5,   5,  90,  90,   5,  90,  90,  90,  90,   0,  ;18
    0,  90,   5,   5,   5,   5,   5,   5,  44,  44,  44,  44,  44,  44,  44,  44,  80,  80,  80,  80,  80,  80,  80,   5,   5,  44,   5,   5,  90,  90,  90,  90,  90,  90,   5,   5,   5,  90,  90,   0,  ;19
   90,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  44,  44,  44,  44,  80,  80,  80,  80,  80,  80,  80,  44,  44,  44,  44,  44,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,  ;20
    5,   5,   5,   5,   5,   5,   5,   5,   5,9905,9905,9905,   5,  44,  44,  44,  80,  80,  80,  80,  80,  80,  80,  44,  44,  44,  44,  44,  44,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,   0,  ;21
    5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  44,   5,   5,  80,  80,  80,  80,  80,  80,  44,  44,  44,  44,  44,  44,  44,   5,   5,   5,   5,   5,   5,   5,  90,  90,   0,  ;22
    5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,  80,  80,  80,  80,   5,  44,  44,  44,   5,9905,9905,9905,   5,   5,   5,   5,  44,   5,  90,  90,   0,  ;23
    5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,  80,  80,  80,   5,  44,  44,  44,   5,   5,   5,   5,   5,   5,   5,   5,  44,  44,  44,  90,   0,  ;24
    5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,  80,  80,  80,   5,  44,  44,  44,  44,  44,  44,   5,   5,  44,  44,  44,  44,  44,   5,  90,   0,  ;25
    5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,  80,  80,   5,   5,  44,  44,  44,  44,  44,  44,  44,  44,  44,  44,  44,  44,   5,   5,   0,  ;26
    5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,  80,   5,   5,  44,  44,  44,  44,  44,  44,  44,  44,  44,  44,  44,   5,   5,   5,   0,  ;27
    0,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,9905,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  44,  44,  44,  44,  44,  44,   5,  90,  90,   0,  ;28
    0,   0,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,9905,   5,   5,   5,   5,   5,   5,   5,   5,   5,9905,9905,   5,  44,  44,  44,   5,   5,   5,  90,  90,   0,  ;29
    0,   0,   0,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,  ;30
    0,   0,   0,   0,  90,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   0,   0,   0,  ;31
    0,   0,   0,   0,   0,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,  ;32
    0,   0,   0,   0,   0,   0,  90,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   0,   0,   0,   0,   0,  ;33
    0,   0,   0,   0,   0,   0,   0,  90,  90,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0,  ;34
    0,   0,   0,   0,   0,   0,   0,   0,  90,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   0,   0,   0,   0,   0,   0,   0,  ;35
    0,   0,   0,   0,   0,   0,   0,   0,   0,  90,   5,   5,   5,   5,   5,  80,9990,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0,   0,   0,  ;36
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5,   5,   5,   5,  90,  90,  90,  90,9990,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,  ;37
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  ;38
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,9990,   5,   5,   5,   5,   5,   5,   5,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  ;39
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  80,   5,   5,   5,   5,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  ;40
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,9990,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  ;41
;
BG_MAX(912, 456) ; ÇaÇfÇÃç≈ëÂÉTÉCÉY  (57*16, 28*16+8)
BG_ROUT(336, 48) ; É}ÉbÉvç∂è„å¥ì_ÇÃÇaÇfè„ÇÃÉhÉbÉgà íu(21*16, 3*16)
BG_CHG(5, 15)    ; BG_ROUTÇÃç¿ïWÅiè»ó™éûÇÕÇOÅAÇOÅj
SPR_CHG(384,392) ; ÉXÉvÉâÉCÉgÇÃïœä∑ç¿ïWÅiè»ó™éûÇÕÇOÅAÇWÅj
;
;îjâÛè·äQï®ñºÅAÇTå¬Ç‹Ç≈ê›íËâ¬î\
OBS(99,"ä‚")     ; îjâÛè·äQï®ñºÇP(ÇlÇ`ÇwÇUï∂éö)
;ínå`ñº
;GND(17,"çªîô")         ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
;GND(12,"É}ÉOÉ}")       ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(05,"çªîô")          ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(44,"É}ÉOÉ}")        ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)

