   90,  90,  90,   5,   5,   5,   5,   5,   6,   6,   5,   5,   6,   6,   5,   5,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   6,   6,   5,   5,   6,   6,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5, ;17
   90,   5,   5,   5,   5,   5,   5,   5,   5,   6,   5,   5,   6,   6,   6,3105,   5,   5,   5,   5,   5,   5,   5,   5,   5,   6,   6,   6,   5,   5,   6,   6,   6,   6,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5, ;18
    5,   5,   5,   5,   5,   5,   5,   5,   5,   6,   5,   5,   5,   6,   6,   6,   5,   5,   5,   5,   5,   5,   5,   5,   5,   6,   6,   5,   5,   5,   6,   6,   6,   6,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,  90, ;19
    5,   5,   5,   5,   5,   5,   5,   5,   5,   6,   5,   5,   5,   6,   6,   6,   5,   5,   5,   5,   5,   5,   5,   5,   5,   6,   6,   6,   6,   6,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,   0, ;20
    5,   5,   5,   5,   5,   6,   5,   6,   6,   6,   5,   5,   5,   5,   6,   6,  80,  80,  80,   5,   5,   5,   5,   5,   5,   6,   6,   6,   6,   6,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,   0,   0, ;21
    0,   5,   5,   5,   6,   6,   6,   6,   6,   6,   5,   5,   5,   5,   5,  80,  80,  80,  80,   5,   5,   5,   5,   5,   5,   6,   6,   6,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,   0,   0,   0, ;22
    0,   0,   5,   5,   5,   6,   6,   6,   6,   6,   5,   5,   5,   5,   5,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   6,   6,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,   0,   0,   0,   0, ;23
    0,   0,   0,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,   0,   0,   0,   0,   0, ;24
    0,   0,   0,   0,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0, ;25
    0,   0,   0,   0,   0,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   0,   0,   0,   0,   0,   0,   0, ;26
    0,   0,   0,   0,   0,   0,   5,   5,   5,   5,   5,   5,  80,  80,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0,   0,   0, ;27
    0,   0,   0,   0,   0,   0,   0,   5,   5,   5,   5,  80,  80,  80,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;28
    0,   0,   0,   0,   0,   0,   0,   0,  90,  80,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;29
    0,   0,   0,   0,   0,   0,   0,   0,   0,  80,  80,  80,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;30
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;31
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;32
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,   5,   5,   5,   5,  90,  90,  90,  90,  90,  90,   5,   5,   5,   5,   5,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;33
;
BG_MAX(912, 464) ; ÇaÇfÇÃç≈ëÂÉTÉCÉY  (57*16, 29)
BG_ROUT(80, 80) ; É}ÉbÉvç∂è„å¥ì_ÇÃÇaÇfè„ÇÃÉhÉbÉgà íu(5*16, 5*16)
BG_CHG(0,19) ;     BG_ROUTÇÃç¿ïWÅiè»ó™éûÇÕÇOÅAÇOÅj
SPR_CHG(384,392)  ; ÉXÉvÉâÉCÉgÇÃïœä∑ç¿ïWÅiè»ó™éûÇÕÇOÅAÇWÅj
;
;ínå`ñº
;GND(21,"ä‚î’")           ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
;GND(14,"éºÇ¡ÇΩä‚î’")     ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(05,"@[MS12-gnd-0]")           ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(06,"@[MS12-gnd-1]")     ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)

