    1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,  45,   1,  90, ;26
    1,   1,  45,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,  90, ;27
    1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90, ;28
    1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90, ;29
   90,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90, ;30
   90,  90,  90,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90, ;31
    0,  90,  90,   1,   1,  45,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90, ;32
    0,   0,  90,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90, ;33
    0,   0,   0,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90, ;34
    0,   0,   0,   0,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90, ;35
    0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,  45,   1,   1,   1,  90,  90,  90,   0, ;36
    0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,  90,  90,   0,   0, ;37
    0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,  45,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,   1,  45,   1,   1,   1,   1,   1,  90,   0,   0,   0, ;38
    0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   0,   0,   0,   0, ;39
    0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   0,   0,   0,   0,   0, ;40
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   1,   1,   1,   0,   0,   0,   0,   0, ;41
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0, ;42
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0, ;43
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;44
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,   1,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;45
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,   1,   1,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;46
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,   1,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;47
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   1,   1,   1,  90,  90,  90,  90,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;48
;
BG_MAX(1024, 560)  ; BGÇÃç≈ëÂÉTÉCÉY     (64*16,35*16)
BG_ROUT(208, 80)   ; É}ÉbÉvç∂è„å¥ì_ÇÃÇaÇfè„ÇÃÉhÉbÉgà íu(13*16,5*16)
BG_CHG(1, 23)      ; BG_ROUTÇÃç¿ïWÅiè»ó™éûÇÕÇOÅAÇOÅj
SPR_CHG(384,392)   ; ÉXÉvÉâÉCÉgÇÃïœä∑ç¿ïWÅiè»ó™éûÇÕÇOÅAÇWÅj
;
;ínå`ñº
GND(01,"@[MS23-gnd-0]")       ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(45,"@[MS23-gnd-1]")       ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)

