    0,   0,   0,  90,  91,  91,  91,  91,  91,  91,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  91,  91,  91,  91,  91,  90,   0,   0,   0,   0, ;34
    0,   0,   0,   0,  91,  91,  91,  92,  91,  91,  91,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  91,  91,  91,  91,  90,   0,   0,   0,   0,   0, ;35
    0,   0,   0,   0,   0,  91,  91,  91,  91,  91,  91,  91,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  80,  91,  91,  91,  91,  90,   0,   0,   0,   0,   0,   0, ;36
    0,   0,   0,   0,   0,   0,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  90,   0,   0,   0,   0,   0,   0,   0, ;37
    0,   0,   0,   0,   0,   0,   0,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  90,   0,   0,   0,   0,   0,   0,   0,   0, ;38
    0,   0,   0,   0,   0,   0,   0,   0,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;39
    0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  91,  91,  91,  91,  91,  92,  91,  91,  91,  91,  91,  91,  91,  91,  91,  92,  91,  91,  91,  91,  91,  91,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;40
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  91,  90,  90,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;41
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  90,  90,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;42
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  91,  91,  91,  91,  91,  91,  91,  90,  90,  91,  91,  91,  91,  91,  91,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;43
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  91,  91,  91,  91,  91,  90,  90,  91,  91,  91,  91,  91,  91,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;44
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;45
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  91,  91,  91,  91,  91,  91,  91,  91,  91,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;46
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  91,  91,  91,  91,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;47
;
;
BG_MAX(960, 520) ; ÇaÇfÇÃç≈ëÂÉTÉCÉY  (60*16, 33*16)
BG_ROUT(464, 64) ; É}ÉbÉvç∂è„å¥ì_ÇÃÇaÇfè„ÇÃÉhÉbÉgà íu(29*16, 4*16)
BG_CHG(6,12)     ; BG_ROUTÇÃç¿ïWÅiè»ó™éûÇÕÇOÅAÇOÅj
SPR_CHG(384,392) ; ÉXÉvÉâÉCÉgÇÃïœä∑ç¿ïWÅiè»ó™éûÇÕÇOÅAÇWÅj
;
;ínå`ñº
;GND(91,"Ç®âŸéqÇÃínñ ")     ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
;GND(08,"âÛÇÍÇΩÇ®âŸéq")     ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(13,"@[MS08-gnd-0]")      ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(14,"@[MS08-gnd-1]")      ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)

