"string","block0-0x4A4",,,"８６",,,"=IF(F107=I107, ""UNTRANSLATED"", """")",
"string","block0-0x4A9",,,"８７",,,"=IF(F108=I108, ""UNTRANSLATED"", """")",
"string","block0-0x4AE",,,"８８",,,"=IF(F109=I109, ""UNTRANSLATED"", """")",
"string","block0-0x4B3",,,"８９",,,"=IF(F110=I110, ""UNTRANSLATED"", """")",
"string","block0-0x4B8",,,"９０",,,"=IF(F111=I111, ""UNTRANSLATED"", """")",
"string","block0-0x4BD",,,"９１",,,"=IF(F112=I112, ""UNTRANSLATED"", """")",
"string","block0-0x4C2",,,"９２",,,"=IF(F113=I113, ""UNTRANSLATED"", """")",
"string","block0-0x4C7",,,"９３",,,"=IF(F114=I114, ""UNTRANSLATED"", """")",
"string","block0-0x4CC",,,"９４",,,"=IF(F115=I115, ""UNTRANSLATED"", """")",
"string","block0-0x4D1",,,"２９",,,"=IF(F116=I116, ""UNTRANSLATED"", """")",
"string","block0-0x4D6",,,"９８",,,"=IF(F117=I117, ""UNTRANSLATED"", """")",
"string","block0-0x4DB",,,"９６",,,"=IF(F118=I118, ""UNTRANSLATED"", """")",
"string","block0-0x4E0",,,"９９",,,"=IF(F119=I119, ""UNTRANSLATED"", """")",
"string","block0-0x4E5",,,"１１２",,,"=IF(F120=I120, ""UNTRANSLATED"", """")",
"string","block0-0x4EC",,,"１００",,,"=IF(F121=I121, ""UNTRANSLATED"", """")",
"string","block0-0x4F3",,,"１０１",,,"=IF(F122=I122, ""UNTRANSLATED"", """")",
"string","block0-0x4FA",,,"１２１",,,"=IF(F123=I123, ""UNTRANSLATED"", """")",
"string","block0-0x501",,,"１０２",,,"=IF(F124=I124, ""UNTRANSLATED"", """")",
"string","block0-0x508",,,"１０３",,,"=IF(F125=I125, ""UNTRANSLATED"", """")",
"string","block0-0x50F",,,"１０４",,,"=IF(F126=I126, ""UNTRANSLATED"", """")",
"string","block0-0x516",,,"１０５",,,"=IF(F127=I127, ""UNTRANSLATED"", """")",
"string","block0-0x51D",,,"１０６",,,"=IF(F128=I128, ""UNTRANSLATED"", """")",
"string","block0-0x524",,,"１０７",,,"=IF(F129=I129, ""UNTRANSLATED"", """")",
"string","block0-0x52B",,,"１０８",,,"=IF(F130=I130, ""UNTRANSLATED"", """")",
"string","block0-0x532",,,"１０９",,,"=IF(F131=I131, ""UNTRANSLATED"", """")",
"string","block0-0x539",,,"１１０",,,"=IF(F132=I132, ""UNTRANSLATED"", """")",
"string","block0-0x540",,,"３０",,,"=IF(F133=I133, ""UNTRANSLATED"", """")",
"string","block0-0x545",,,"３１",,,"=IF(F134=I134, ""UNTRANSLATED"", """")",
"string","block0-0x54A",,,"３２",,,"=IF(F135=I135, ""UNTRANSLATED"", """")",
"string","block0-n-0xF6",,,"ＡＣＭ２１２１",,,"=IF(F136=I136, ""UNTRANSLATED"", """")",
"string","block0-n-0x111",,,"ＡＣＭ２１２５",,,"=IF(F137=I137, ""UNTRANSLATED"", """")",
"string","block0-n-0x318","ユナ「","}","キャーーーーッ!!
プリンセス号が〜〜",,,"=IF(F138=I138, ""UNTRANSLATED"", """")",
"string","block0-n-0x55A","=T(C138)","=T(D138)","うわ〜〜い！",,,"=IF(F139=I139, ""UNTRANSLATED"", """")",
"string","block0-n-0x578","=T(C138)","=T(D138)","もう春だなぁ…
舞ちゃんが　お腹こわして
授業は早く終わるし……",,,"=IF(F140=I140, ""UNTRANSLATED"", """")",
"string","block0-n-0x5D4","「","=T(D138)","ぽかぽかと暖かいし…
なんかウキウキしちゃう!!",,,"=IF(F141=I141, ""UNTRANSLATED"", """")",
"string","block0-n-0x615","=T(C138)","=T(D138)","亜耶乎ちゃん…
これが地球の春っていうんだよ…
気持ちいいでしょ……",,,"=IF(F142=I142, ""UNTRANSLATED"", """")",
"string","block0-n-0x675","ユーリィ「","=T(D138)","はぐはぐはぐ……
ユナさん　歩くの速いですぅ[sweat]",,,"=IF(F143=I143, ""UNTRANSLATED"", """")",
"string","block0-n-0x6BE","=T(C138)","=T(D138)","って…ユーリィ！
いつの間にそんなもの　買ったのよ!?",,,"=IF(F144=I144, ""UNTRANSLATED"", """")",
"string","block0-n-0x709","=T(C143)","=T(D138)","だって　ココの
ウメオカカライスバーガーって
最高においしいんですぅ❤",,,"=IF(F145=I145, ""UNTRANSLATED"", """")",
"string","block0-n-0x76F","=T(C141)","=T(D138)","特別に　ユナさんにも
一つ　あげますですぅ❤",,,"=IF(F146=I146, ""UNTRANSLATED"", """")",
"string","block0-n-0x7AE","=T(C138)","=T(D138)","エヘッ❤　ホントはあたしも
お腹ヘってたんだぁ！",,,"=IF(F147=I147, ""UNTRANSLATED"", """")",
"string","block0-n-0x7F5","=T(C141)","=T(D138)","いっただきまーす!!",,,"=IF(F148=I148, ""UNTRANSLATED"", """")",
"string","block0-n-0x815","=T(C138)","=T(D138)","モグモグ……ホ　ホントだぁ！
コレ　とってもおいしい！
サンキュー　ユーリィ❤",,,"=IF(F149=I149, ""UNTRANSLATED"", """")",
"string","block0-n-0x87F","=T(C143)","=T(D138)","ユナさんが喜んでくれて
ユーリィ　とってもうれしいですぅ！",,,"=IF(F150=I150, ""UNTRANSLATED"", """")",
"string","block0-n-0x8D4","=T(C138)","=T(D138)","あれぇ　詩織ちゃん！
今日はどうしたの？　お買いもの？",,,"=IF(F151=I151, ""UNTRANSLATED"", """")",
"string","block0-n-0x921","詩織「","=T(D138)","え〜〜と〜〜〜
そうだったような〜〜〜
違うような〜〜〜",,,"=IF(F152=I152, ""UNTRANSLATED"", """")",
"string","block0-n-0x975","=T(C138)","=T(D138)","はあ……………あれ？",,,"=IF(F153=I153, ""UNTRANSLATED"", """")",
"string","block0-n-0x99B","=T(C138)","=T(D138)","何だろう？
急に空が暗くなってきた…",,,"=IF(F154=I154, ""UNTRANSLATED"", """")",
"string","block0-n-0x9D7","=T(C152)","=T(D138)","なんか〜〜〜すっご〜〜〜く
いや〜な　よかんがします〜〜〜",,,"=IF(F155=I155, ""UNTRANSLATED"", """")",
"string","block0-n-0xA28","=T(C138)","=T(D138)","わぁーーーーーっ！
か　雷だぁ〜っ[sweat]",,,"=IF(F156=I156, ""UNTRANSLATED"", """")",
"string","block0-n-0xA63","=T(C143)","=T(D138)","おヘソ取られないように
隠すですぅ！",,,"=IF(F157=I157, ""UNTRANSLATED"", """")",
"string","block0-n-0xAA2","=T(C143)","=T(D138)","ヒーローショーの
悪役みたいですぅ",,,"=IF(F158=I158, ""UNTRANSLATED"", """")",
"string","block0-n-0xADF","=T(C138)","=T(D138)","ってことは　もしかしたら
ポリリーナ様がシュバシュバッと……
ワクワク❤",,,"=IF(F159=I159, ""UNTRANSLATED"", """")",
"string","block0-n-0xB43","=T(C138)","=T(D138)","エ　エルナー!?
急にどうしたのォ？",,,"=IF(F160=I160, ""UNTRANSLATED"", """")",
"string","block0-n-0xB7C","エルナー「","=T(D138)","もの凄い邪悪な力を
キャッチしたので　急いで
とんできたんです！",,,"=IF(F161=I161, ""UNTRANSLATED"", """")",
"string","block0-n-0xBDC","=T(C138)","=T(D138)","ええっ!?　じゃ　あれは!!",,,"=IF(F162=I162, ""UNTRANSLATED"", """")",
"string","block0-n-0xC06","=T(C138)","=T(D138)","な…何ですって!?",,,"=IF(F163=I163, ""UNTRANSLATED"", """")",
"string","block0-n-0xC28","=T(C143)","=T(D138)","ユーリィ　怖いですぅ…",,,"=IF(F164=I164, ""UNTRANSLATED"", """")",
"string","block0-n-0xC54","=T(C138)","=T(D138)","な　何あれ!?
エルナー　あれも闇の仕業なの？",,,"=IF(F165=I165, ""UNTRANSLATED"", """")",
"string","block0-n-0xC97","=T(C161)","=T(D138)","わかりません…
ただ　強大な『悪』の力を感じます…",,,"=IF(F166=I166, ""UNTRANSLATED"", """")",
"string","block0-n-0xCE4","=T(C138)","=T(D138)","いったい　これから
どうなってくの……",,,"=IF(F167=I167, ""UNTRANSLATED"", """")",
"string","block0-n-0xD21","=T(C143)","=T(D138)","ぐっすん……
エ〜ン　エ〜ン　困ったですぅ〜[sweat]",,,"=IF(F168=I168, ""UNTRANSLATED"", """")",
"string","block0-n-0xD6A","=T(C138)","=T(D138)","ユーリィ……
そんなに　地球のことを……",,,"=IF(F169=I169, ""UNTRANSLATED"", """")",
"string","block0-n-0xDA9","=T(C143)","=T(D138)","オオトロライスバーガー
まだ　食べ終わってなかったのにィ…
どこかに　落としちゃったですぅ!!",,,"=IF(F170=I170, ""UNTRANSLATED"", """")",
"string","block0-n-0xE25","=T(C138)","=T(D138)","だああああっ！",,,"=IF(F171=I171, ""UNTRANSLATED"", """")",
"string","block0-n-0xE45","=T(C143)","=T(D138)","ぐっすんですぅ…",,,"=IF(F172=I172, ""UNTRANSLATED"", """")",
"string","block0-n-0xE6B","=T(C138)","=T(D138)","と　ところでエルナー
街の方は大丈夫なの？",,,"=IF(F173=I173, ""UNTRANSLATED"", """")",
"string","block0-n-0xEAC","=T(C161)","=T(D138)","それが……
状況は悪くなるばかりです[sweat]
あれを見て！",,,"=IF(F174=I174, ""UNTRANSLATED"", """")",
"string","block0-n-0xF00","=T(C138)","=T(D138)","何　コレ!?
街中　ロボットでいっぱいじゃないの！",,,"=IF(F175=I175, ""UNTRANSLATED"", """")",
"string","block0-n-0xF47","=T(C161)","=T(D138)","どこからか
ゾロゾロ　わき出てきたんです…",,,"=IF(F176=I176, ""UNTRANSLATED"", """")",
"string","block0-n-0xF8C","=T(C141)","=T(D138)","そして　ネオ東京のほとんどが
制圧されてしまいました！",,,"=IF(F177=I177, ""UNTRANSLATED"", """")",
"string","block0-n-0xFD5","=T(C138)","=T(D138)","そんなぁ〜[sweat]",,,"=IF(F178=I178, ""UNTRANSLATED"", """")",
"string","block0-n-0xFF3","=T(C143)","=T(D138)","あ〜っ!?
た　大変ですぅ!!",,,"=IF(F179=I179, ""UNTRANSLATED"", """")",
"string","block0-n-0x1028","=T(C138)","=T(D138)","どうしたの　ユーリィ!?",,,"=IF(F180=I180, ""UNTRANSLATED"", """")",
"string","block0-n-0x1050","=T(C143)","=T(D138)","バンキン・ドーナツが
襲われてますぅ！",,,"=IF(F181=I181, ""UNTRANSLATED"", """")",
"string","block0-n-0x1091","=T(C141)","=T(D138)","ギョーザの猛将も！
ケーキの不死身屋も!!",,,"=IF(F182=I182, ""UNTRANSLATED"", """")",
"string","block0-n-0x10CC","=T(C152)","=T(D138)","まあ〜〜　兵糧責めですね〜〜
なかなかぁ〜敵さんも考えてますね〜〜",,,"=IF(F183=I183, ""UNTRANSLATED"", """")",
"string","block0-n-0x1125","=T(C138)","=T(D138)","ユ　ユーリィも詩織ちゃんも…
それどころじゃないよ[sweat]",,,"=IF(F184=I184, ""UNTRANSLATED"", """")",
"string","block0-n-0x1170","=T(C138)","=T(D138)","あ〜ん[sweat]
どうしよう　エルナ〜〜[sweat]",,,"=IF(F185=I185, ""UNTRANSLATED"", """")",
"string","block0-n-0x11A9","=T(C161)","=T(D138)","敵の軍勢は
広範囲に展開しています…
味方がこれだけでは……",,,"=IF(F186=I186, ""UNTRANSLATED"", """")",
"string","block0-n-0x1205","=T(C138)","=T(D138)","ああっ!?　街が
こんなになってるってことは……",,,"=IF(F187=I187, ""UNTRANSLATED"", """")",
"string","block0-n-0x124A","=T(C138)","=T(D138)","他のみんなは　無事なのかな!?
舞ちゃんやエリカちゃんは……",,,"=IF(F188=I188, ""UNTRANSLATED"", """")",
"string","block0-n-0x129B","=T(C152)","=T(D138)","そういえば〜〜
学校の方にも〜いっぱい敵さんが〜〜",,,"=IF(F189=I189, ""UNTRANSLATED"", """")",
"string","block0-n-0x12E4","=T(C138)","=T(D138)","そんなノンキなぁ[sweat]
早く助けに行かなくちゃ!!",,,"=IF(F190=I190, ""UNTRANSLATED"", """")",
"string","block0-n-0x1327","=T(C143)","=T(D138)","あ〜ん[sweat]
待ってくださいですぅ！
ユーリィも　行くですぅ!!",,,"=IF(F191=I191, ""UNTRANSLATED"", """")",
"string","block0-n-0x1381","=T(C152)","=T(D138)","あっ
わたしも〜〜〜いきます〜〜〜〜",,,"=IF(F192=I192, ""UNTRANSLATED"", """")",
"string","block0-n-0x13BC","=T(C138)","=T(D138)","パパとママは　大丈夫かな!?",,,"=IF(F193=I193, ""UNTRANSLATED"", """")",
"string","block0-n-0x13E8","=T(C143)","=T(D138)","心配ですぅ……",,,"=IF(F194=I194, ""UNTRANSLATED"", """")",
"string","block0-n-0x140C","=T(C161)","=T(D138)","とにかく　すぐに
行ってみましょう！",,,"=IF(F195=I195, ""UNTRANSLATED"", """")",
"string","block0-n-0x144B","=T(C161)","=T(D138)","敵兵士の数から考えても
味方がこれだけでは対抗しきれません
圧倒的に戦力不足です！",,,"=IF(F196=I196, ""UNTRANSLATED"", """")",
"string","block0-n-0x14BD","舞「","=T(D138)","大丈夫よぉ！　いざとなったら
あたし一人で　あんなザコ兵士の
百匹や千匹　やっつけてやるから…",,,"=IF(F197=I197, ""UNTRANSLATED"", """")",
"string","block0-n-0x1535","=T(C138)","=T(D138)","仲間を集めるっていっても
みんなの行方も　わからないし…
学校に来れば会えると思ったのにィ…",,,"=IF(F198=I198, ""UNTRANSLATED"", """")",
"string","block0-n-0x15AD","=T(C143)","=T(D138)","困ったですぅ…",,,"=IF(F199=I199, ""UNTRANSLATED"", """")",
"string","block0-n-0x15D1","=T(C161)","=T(D138)","エリカ…エリカ７の面々は
今　どこにいるんですか？",,,"=IF(F200=I200, ""UNTRANSLATED"", """")",
"string","block0-n-0x161E","エリカ「","=T(D138)","今は　各自のクラブが忙しくて
それぞれ活動してるわ…",,,"=IF(F201=I201, ""UNTRANSLATED"", """")",
"string","block0-n-0x166B","=T(C141)","=T(D138)","でも大丈夫！　どこにいるかは
だいたいわかるから　すぐにエリカ７を
集めて参上するわ！",,,"=IF(F202=I202, ""UNTRANSLATED"", """")",
"string","block0-n-0x16D9","=T(C138)","=T(D138)","エリカちゃん…行っちゃうの？",,,"=IF(F203=I203, ""UNTRANSLATED"", """")",
"string","block0-n-0x1707","=T(C161)","=T(D138)","ユナ　戦力は
一人でも多い方がいいんです！",,,"=IF(F204=I204, ""UNTRANSLATED"", """")",
"string","block0-n-0x174C","=T(C141)","=T(D138)","それに彼女も仲間の事が心配なはず…
わかってあげなさい…",,,"=IF(F205=I205, ""UNTRANSLATED"", """")",
"string","block0-n-0x1797","=T(C138)","=T(D138)","わかった…気をつけてね！",,,"=IF(F206=I206, ""UNTRANSLATED"", """")",
"string","block0-n-0x17C1","=T(C201)","=T(D138)","心配には　およばないわ！
それでは失礼　オーッホッホッホッ！",,,"=IF(F207=I207, ""UNTRANSLATED"", """")",
"string","block0-n-0x1816","=T(C138)","=T(D138)","よ〜し！
あたしも　がんばらなくちゃ!!",,,"=IF(F208=I208, ""UNTRANSLATED"", """")",
"string","block0-n-0x1853","=T(C141)","=T(D138)","エリカ７は　エリカちゃんにまかせて
こっちもさっそく　仲間を捜しに
行きましょ！",,,"=IF(F209=I209, ""UNTRANSLATED"", """")",
"string","block0-n-0x18BB","=T(C143)","=T(D138)","行くですぅ！",,,"=IF(F210=I210, ""UNTRANSLATED"", """")",
"string","block0-n-0x18DD","=T(C197)","=T(D138)","ち　ちょっと　アンタ達!!
ＴＶ局で大変なことになってるわよ!!",,,"=IF(F211=I211, ""UNTRANSLATED"", """")",
"string","block0-n-0x192E","=T(C138)","=T(D138)","エッ!?　どうしたの？",,,"=IF(F212=I212, ""UNTRANSLATED"", """")",
"string","block0-n-0x1954","=T(C138)","=T(D138)","そんな…
ファンの子達が捕まってる！",,,"=IF(F213=I213, ""UNTRANSLATED"", """")",
"string","block0-n-0x198F","=T(C143)","=T(D138)","ああっ！
ミキさんが戦ってるですぅ!!",,,"=IF(F214=I214, ""UNTRANSLATED"", """")",
"string","block0-n-0x19CE","=T(C138)","=T(D138)","た　助けに行かなきゃ!!",,,"=IF(F215=I215, ""UNTRANSLATED"", """")",
"string","block0-n-0x19F6","=T(C161)","=T(D138)","待って　ユナ！
ワナかもしれません！",,,"=IF(F216=I216, ""UNTRANSLATED"", """")",
"string","block0-n-0x1A35","=T(C138)","=T(D138)","でも……でも　あたし行く！
みんなあたしの　大事なお友達だもん！",,,"=IF(F217=I217, ""UNTRANSLATED"", """")",
"string","block0-n-0x1A8C","=T(C197)","=T(D138)","ふぅ……仕方ないわねぇ",,,"=IF(F218=I218, ""UNTRANSLATED"", """")",
"string","block0-n-0x1AB2","=T(C141)","=T(D138)","この『六本木の舞』が
特別に協力して　あげようじゃないの…
感謝しなさいよ　ユナ！",,,"=IF(F219=I219, ""UNTRANSLATED"", """")",
"string","block0-n-0x1B1C","=T(C138)","=T(D138)","舞ちゃん…ありがとう！",,,"=IF(F220=I220, ""UNTRANSLATED"", """")",
"string","block0-n-0x1B4F",,,"このウィンドウの中身がきれいになって
   からスクロールするか？",,,"=IF(F221=I221, ""UNTRANSLATED"", """")",
"string","block0-n-0x1B90",,,"ホワイト・イン",,,"=IF(F222=I222, ""UNTRANSLATED"", """")",
"string","block0-n-0x1BAA",,,"画面をゆっくりフェードアウト",,,"=IF(F223=I223, ""UNTRANSLATED"", """")",
"string","block0-n-0x1BC7",,,"時間指定で音声再生",,,"=IF(F224=I224, ""UNTRANSLATED"", """")",
"string","block0-n-0x1BE5",,,"はりきっていってみよう！",,,"=IF(F225=I225, ""UNTRANSLATED"", """")",
