    0,   0,   0,   0,  90,  90,  90,  90,  90,  90,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,  80,  80,   9,   9,   9,   9,   9,   8,   8,  80,   8,   8,   8,   9,   9,   9,   9,   9,   9, ;21
    0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  90,  90,   9,   9,   9,   9,   9,   9,   9,   9,   9,  80,  80,   9,   9,   9,   9,   9,   8,   8,   8,   8,   8,   8,   9,   9,   9,   9,   9,   0, ;22
    0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  90,  90,   9,   9,9809,9809,   9,   9,   9,   9,  80,  10,   9,   9,   9,   9,   8,   8,   8,   8,   8,   8,   8,   8,   9,   9,   9,   0,   0, ;23
    0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  90,  90,  90,9809,9809,  10,  10,  10,  10,  80,  10,   9,   9,   9,   8,   8,   8,   9,   8,   8,   9,   9,   9,   9,   9,   0,   0,   0, ;24
    0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  90,  90,   9,   9,  10,  10,  10,  10,  80,  10,   9,   9,   9,   9,   8,   8,   8,   8,   8,   9,   9,   9,   9,   0,   0,   0,   0, ;25
    0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,   9,   9,   9,   9,  10,  10,9909,  80,   9,   9,   9,   9,   9,   9,   9,   8,   9,   8,   9,   9,   9,   0,   0,   0,   0,   0, ;26
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,   9,   9,   9,   9,   9,   9,   9,  10,  80,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0, ;27
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,   9,   9,   9,   9,   9,   9,9909,   9,  80,9909,   9,   9,   9,  10,   9,   9,9709,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0, ;28
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,9809,9809,   9,   9,   9,   9,  80,   9,   9,   9,  10,  10,  10,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0, ;29
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,   9,  80,  80,  80,  80,  80,  80,  10,  10,  10,  10,  10,9709,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;30
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,   9,   9,   9,   9,  80,   9,   9,  10,  10,  10,  10,  10,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;31
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,   9,   9,   9,  80,   9,   9,   9,  10,  10,  10,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;32
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,   9,   9,  80,   9,   9,   9,   9,  10,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;33
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;34
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,   9,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;35
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;36
;
BG_MAX(912, 456) ; BGÇÃç≈ëÂÉTÉCÉY                    (57*16, 28*16+8)
BG_ROUT(336, 48) ; É}ÉbÉvç∂è„å¥ì_ÇÃÇaÇfè„ÇÃÉhÉbÉgà íu(21*16, 3*16)
BG_CHG(7,10)     ; BG_ROUTÇÃç¿ïWÅiè»ó™éûÇÕÇOÅAÇOÅj
SPR_CHG(384,392) ; ÉXÉvÉâÉCÉgÇÃïœä∑ç¿ïWÅiè»ó™éûÇÕÇOÅAÇWÅj
;
;îjâÛè·äQï®ñºÅAÇTå¬Ç‹Ç≈ê›íËâ¬î\
OBS(99,"êÿÇËäî")  ; îjâÛè·äQï®ñºÇP(ÇlÇ`ÇwÇUï∂éö)
OBS(98,"ëê")      ; îjâÛè·äQï®ñºÇQ(ÇlÇ`ÇwÇUï∂éö)
OBS(97,"ñÿ")      ; îjâÛè·äQï®ñºÇR(ÇlÇ`ÇwÇUï∂éö)
;
;ínå`ñº
;GND(11,"ïΩín")          ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
;GND(06,"Ç Ç©ÇÈÇ›")      ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(08,"Ç Ç©ÇÈÇ›")       ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(09,"ïΩín")           ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
GND(10,"çrÇÍÇΩé≈")       ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)

