  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ;26
  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ;27
  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ;28
  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ;29
  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,90, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,90,90, 0, ;30
  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,90, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,90,90, 0, 0, ;31
  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,90, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,90,90, 0, 0, 0, ;32
  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,90, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,90,90, 0, 0, 0, 0, ;33
  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,90, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,90,90, 0, 0, 0, 0, 0, ;34
  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,90, 1, 1, 1, 1, 1, 1, 1, 1,90,90, 0, 0, 0, 0, 0, 0, ;35
;
BG_MAX(704,488)    ; ÇaÇfÇÃç≈ëÂÉTÉCÉY  (44*16, 30*16+8)
BG_ROUT(176, 128)  ; É}ÉbÉvç∂è„å¥ì_ÇÃÇaÇfè„ÇÃÉhÉbÉgà íu(11*16, 8*16)
BG_CHG(13, 24)     ; BG_ROUTÇÃç¿ïWÅiè»ó™éûÇÕÇOÅAÇOÅj
SPR_CHG(384, 392)  ; ÉXÉvÉâÉCÉgÇÃïœä∑ç¿ïWÅiè»ó™éûÇÕÇOÅAÇWÅj
;ínå`ñº
GND(01,"ê‘çzêŒÇÃínñ ")  ; ínå`ñºÇP(ÇlÇ`ÇwÇUï∂éö)
;                                                                         

