string,ACM117.ACM,"#P(""startTime"", ""0.00608466"")
#P(""endTime"", ""3.65608"")",,,,
string,ACM118.ACM,"#P(""startTime"", ""0.0746032"")
#P(""endTime"", ""2.17672"")",,,,
string,ACM119.ACM,"#P(""startTime"", ""0.0169841"")
#P(""endTime"", ""6.58307"")",,,,
string,ACM120.ACM,"#P(""startTime"", ""0.0307937"")
#P(""endTime"", ""2.40127"")",,,,
string,ACM121.ACM,"#P(""startTime"", ""0.025873"")
#P(""endTime"", ""2.08593"")",,,,
string,ACM122.ACM,"#P(""startTime"", ""0.00439153"")
#P(""endTime"", ""4.23307"")",,,,
string,ACM123.ACM,"#P(""startTime"", ""0.0353968"")
#P(""endTime"", ""1.54365"")",,,,
string,ACM124.ACM,"#P(""startTime"", ""0.030582"")
#P(""endTime"", ""2.80847"")",,,,
string,ACM125.ACM,"#P(""startTime"", ""0.0125926"")
#P(""endTime"", ""2.58815"")",,,,
string,ACM126.ACM,"#P(""startTime"", ""0.00253968"")
#P(""endTime"", ""3.19608"")",,,,
string,ACM127.ACM,"#P(""startTime"", ""0.0137566"")
#P(""endTime"", ""1.42333"")",,,,
string,ACM128.ACM,"#P(""startTime"", ""0.00587302"")
#P(""endTime"", ""5.18915"")",,,,
string,ACM129.ACM,"#P(""startTime"", ""0.0377249"")
#P(""endTime"", ""3.14762"")",,,,
string,ACM130.ACM,"#P(""startTime"", ""0.00582011"")
#P(""endTime"", ""2.67836"")",,,,
string,ACM131.ACM,"#P(""startTime"", ""0.00857143"")
#P(""endTime"", ""1.22138"")",,,,
string,ACM132.ACM,"#P(""startTime"", ""0.0186243"")
#P(""endTime"", ""1.49661"")",,,,
string,ACM133.ACM,"#P(""startTime"", ""0.0138624"")
#P(""endTime"", ""9.59481"")",,,,
string,ACM134.ACM,"#P(""startTime"", ""0.0167196"")
#P(""endTime"", ""8.69407"")",,,,
string,ACM135.ACM,"#P(""startTime"", ""0.0212169"")
#P(""endTime"", ""4.98"")",,,,
string,ACM136.ACM,"#P(""startTime"", ""0.00597884"")
#P(""endTime"", ""7.16582"")",,,,
string,ACM137.ACM,"#P(""startTime"", ""0.0115873"")
#P(""endTime"", ""3.73852"")",,,,
string,ACM138.ACM,"#P(""startTime"", ""0.0457672"")
#P(""endTime"", ""2.90905"")",,,,
string,ACM139.ACM,"#P(""startTime"", ""0.00492063"")
#P(""endTime"", ""8.79143"")",,,,
string,ACM140.ACM,"#P(""startTime"", ""0.0300529"")
#P(""endTime"", ""2.69349"")",,,,
string,ACM141.ACM,"#P(""startTime"", ""0.013545"")
#P(""endTime"", ""3.37672"")",,,,
string,ACM142.ACM,"#P(""startTime"", ""0.0103175"")
#P(""endTime"", ""4.24069"")",,,,
string,ACM143.ACM,"#P(""startTime"", ""0.0128571"")
#P(""endTime"", ""4.87259"")",,,,
string,ACM144.ACM,"#P(""startTime"", ""0.012328"")
#P(""endTime"", ""5.90603"")",,,,
string,ACM145.ACM,"#P(""startTime"", ""0.00941799"")
#P(""endTime"", ""1.57926"")",,,,
string,ACM146.ACM,"#P(""startTime"", ""0.0173016"")
#P(""endTime"", ""6.01481"")",,,,
string,ACM147.ACM,"#P(""startTime"", ""0.0108466"")
#P(""endTime"", ""2.47402"")",,,,
string,ACM148.ACM,"#P(""startTime"", ""0.013545"")
#P(""endTime"", ""3.81979"")",,,,
string,ACM149.ACM,"#P(""startTime"", ""0.0187302"")
#P(""endTime"", ""6.73958"")",,,,
string,ACM150.ACM,"#P(""startTime"", ""0.0426984"")
#P(""endTime"", ""3.14571"")",,,,
string,ACM151.ACM,"#P(""startTime"", ""0.0186243"")
#P(""endTime"", ""7.02307"")",,,,
string,ACM152.ACM,"#P(""startTime"", ""0.0337037"")
#P(""endTime"", ""0.69328"")",,,,
string,ACM153.ACM,"#P(""startTime"", ""0.0180423"")
#P(""endTime"", ""14.7411"")",,,,
string,ACM154.ACM,"#P(""startTime"", ""0.0300529"")
#P(""endTime"", ""0.789788"")",,,,
string,ACM155.ACM,"#P(""startTime"", ""0.0185714"")
#P(""endTime"", ""1.55524"")",,,,
string,ACM156.ACM,"#P(""startTime"", ""0.0442857"")
#P(""endTime"", ""8.60741"")",,,,
string,ACM157.ACM,"#P(""startTime"", ""0.0031746"")
#P(""endTime"", ""5.32143"")",,,,
string,ACM158.ACM,"#P(""startTime"", ""0.0110582"")
#P(""endTime"", ""3.11175"")",,,,
string,ACM159.ACM,"#P(""startTime"", ""0.00761905"")
#P(""endTime"", ""4.44968"")",,,,
string,ACM160.ACM,"#P(""startTime"", ""0.0112169"")
#P(""endTime"", ""2.92339"")",,,,
string,ACM161.ACM,"#P(""startTime"", ""0.00878307"")
#P(""endTime"", ""3.56513"")",,,,
string,ACM162.ACM,"#P(""startTime"", ""0.0141799"")
#P(""endTime"", ""6.38037"")",,,,
string,ACM163.ACM,"#P(""startTime"", ""0.0342857"")
#P(""endTime"", ""0.976296"")",,,,
string,ACM164.ACM,"#P(""startTime"", ""0.0168783"")
#P(""endTime"", ""6.32095"")",,,,
string,ACM165.ACM,"#P(""startTime"", ""0.0118519"")
#P(""endTime"", ""9.95593"")",,,,
string,ACM166.ACM,"#P(""startTime"", ""0.0351323"")
#P(""endTime"", ""2.09873"")",,,,
string,ACM167.ACM,"#P(""startTime"", ""0.00375661"")
#P(""endTime"", ""4.75862"")",,,,
string,ACM168.ACM,"#P(""startTime"", ""0.0111111"")
#P(""endTime"", ""3.36016"")",,,,
string,ACM169.ACM,"#P(""startTime"", ""0.0237037"")
#P(""endTime"", ""2.70217"")",,,,
string,ACM170.ACM,"#P(""startTime"", ""0.0161905"")
#P(""endTime"", ""5.17952"")",,,,
string,ACM170B.ACM,"#P(""startTime"", ""0.0413228"")
#P(""endTime"", ""2.02381"")",,,,
string,ACM171.ACM,"#P(""startTime"", ""0.0143386"")
#P(""endTime"", ""6.81503"")",,,,
string,ACM172.ACM,"#P(""startTime"", ""0.0265079"")
#P(""endTime"", ""1.05212"")",,,,
string,ACM173.ACM,"#P(""startTime"", ""0.0199471"")
#P(""endTime"", ""4.59048"")",,,,
string,ACM174.ACM,"#P(""startTime"", ""0.0160317"")
#P(""endTime"", ""3.42492"")",,,,
string,ACM175.ACM,"#P(""startTime"", ""0.0153439"")
#P(""endTime"", ""4.69228"")",,,,
string,ACM176.ACM,"#P(""startTime"", ""0.0179365"")
#P(""endTime"", ""2.22"")",,,,
string,ACM177.ACM,"#P(""startTime"", ""0.0145503"")
#P(""endTime"", ""8.97852"")",,,,
string,ACM178.ACM,"#P(""startTime"", ""0.0204233"")
#P(""endTime"", ""1.72307"")",,,,
string,ACM180.ACM,"#P(""startTime"", ""0.00825397"")
#P(""endTime"", ""6.55116"")",,,,
string,ACM181.ACM,"#P(""startTime"", ""0.0456085"")
#P(""endTime"", ""1.75783"")",,,,
string,ACM182.ACM,"#P(""startTime"", ""0.0107937"")
#P(""endTime"", ""7.13243"")",,,,
string,ACM183.ACM,"#P(""startTime"", ""0.0299471"")
#P(""endTime"", ""5.15074"")",,,,
string,ACM184.ACM,"#P(""startTime"", ""0.0382011"")
#P(""endTime"", ""11.0001"")",,,,
string,ACM185.ACM,"#P(""startTime"", ""0.0208466"")
#P(""endTime"", ""0.941905"")",,,,
string,ACM186.ACM,"#P(""startTime"", ""0.0101058"")
#P(""endTime"", ""3.2036"")",,,,
string,ACM187.ACM,"#P(""startTime"", ""0.00925926"")
#P(""endTime"", ""2.52529"")",,,,
string,ACM188.ACM,"#P(""startTime"", ""0.0084127"")
#P(""endTime"", ""2.70757"")",,,,
string,ACM189.ACM,"#P(""startTime"", ""0.0370899"")
#P(""endTime"", ""3.93444"")",,,,
string,ACM190.ACM,"#P(""startTime"", ""0.0062963"")
#P(""endTime"", ""2.47561"")",,,,
string,ACM191.ACM,"#P(""startTime"", ""0.00555556"")
#P(""endTime"", ""2.5237"")",,,,
string,ACM192.ACM,"#P(""startTime"", ""0.0140741"")
#P(""endTime"", ""13.3"")",,,,
string,ACM193.ACM,"#P(""startTime"", ""0.00677249"")
#P(""endTime"", ""1.50429"")",,,,
string,ACM194.ACM,"#P(""startTime"", ""0.00460317"")
#P(""endTime"", ""4.20635"")",,,,
string,ACM195.ACM,"#P(""startTime"", ""0.0164021"")
#P(""endTime"", ""2.74032"")",,,,
string,ACM196.ACM,"#P(""startTime"", ""0.0156085"")
#P(""endTime"", ""6.48444"")",,,,
string,ACM197.ACM,"#P(""startTime"", ""0.0221693"")
#P(""endTime"", ""4.24651"")",,,,
string,ACM198.ACM,"#P(""startTime"", ""0.00238095"")
#P(""endTime"", ""5.09386"")",,,,
string,ACM199.ACM,"#P(""startTime"", ""0.011746"")
#P(""endTime"", ""5.03212"")",,,,
string,ACM200.ACM,"#P(""startTime"", ""0.00883598"")
#P(""endTime"", ""2.4636"")",,,,
string,ACM2000.ACM,"#P(""startTime"", ""0.00888889"")
#P(""endTime"", ""7.65434"")",,,,
string,ACM2001.ACM,"#P(""startTime"", ""0.00857143"")
#P(""endTime"", ""6.63635"")",,,,
string,ACM2002.ACM,"#P(""startTime"", ""0.0671958"")
#P(""endTime"", ""1.93974"")",,,,
string,ACM2003.ACM,"#P(""startTime"", ""0.0798942"")
#P(""endTime"", ""7.30963"")",,,,
string,ACM2004.ACM,"#P(""startTime"", ""0.0150794"")
#P(""endTime"", ""3.64921"")",,,,
string,ACM2005.ACM,"#P(""startTime"", ""0.0438624"")
#P(""endTime"", ""2.61751"")",,,,
string,ACM2006.ACM,"#P(""startTime"", ""0.0697354"")
#P(""endTime"", ""4.58069"")",,,,
string,ACM2007.ACM,"#P(""startTime"", ""0.0174603"")
#P(""endTime"", ""1.16566"")",,,,
string,ACM2008.ACM,"#P(""startTime"", ""0.0112698"")
#P(""endTime"", ""3.76212"")",,,,
string,ACM2009.ACM,"#P(""startTime"", ""0.0489947"")
#P(""endTime"", ""3.71672"")",,,,
string,ACM201.ACM,"#P(""startTime"", ""0.00851852"")
#P(""endTime"", ""0.95455"")",,,,
string,ACM2010.ACM,"#P(""startTime"", ""0.0852381"")
#P(""endTime"", ""2.49254"")",,,,
string,ACM2011.ACM,"#P(""startTime"", ""0.0940741"")
#P(""endTime"", ""1.65529"")",,,,
string,ACM2012.ACM,"#P(""startTime"", ""0.101958"")
#P(""endTime"", ""2.03444"")",,,,
string,ACM2013.ACM,"#P(""startTime"", ""0.0591005"")
#P(""endTime"", ""2.48302"")",,,,
string,ACM2014.ACM,"#P(""startTime"", ""0.0234392"")
#P(""endTime"", ""4.77016"")",,,,
string,ACM2015.ACM,"#P(""startTime"", ""0.0103175"")
#P(""endTime"", ""3.07021"")",,,,
string,ACM2016.ACM,"#P(""startTime"", ""0.0965608"")
#P(""endTime"", ""3.34868"")",,,,
string,ACM2017.ACM,"#P(""startTime"", ""0.0308466"")
#P(""endTime"", ""3.81434"")",,,,
string,ACM2018.ACM,"#P(""startTime"", ""0.101323"")
#P(""endTime"", ""4.01905"")",,,,
string,ACM2019.ACM,"#P(""startTime"", ""0.0167196"")
#P(""endTime"", ""4.58688"")",,,,
string,ACM202.ACM,"#P(""startTime"", ""0.00851852"")
#P(""endTime"", ""2.57778"")",,,,
string,ACM2020.ACM,"#P(""startTime"", ""0.0184656"")
#P(""endTime"", ""4.21714"")",,,,
string,ACM2021.ACM,"#P(""startTime"", ""0.0830688"")
#P(""endTime"", ""5.21878"")",,,,
string,ACM2022.ACM,"#P(""startTime"", ""0.00708995"")
#P(""endTime"", ""11.7353"")",,,,
string,ACM2023.ACM,"#P(""startTime"", ""0.100952"")
#P(""endTime"", ""1.31577"")",,,,
string,ACM2024.ACM,"#P(""startTime"", ""0.0215344"")
#P(""endTime"", ""2.6719"")",,,,
string,ACM2025.ACM,"#P(""startTime"", ""0.138783"")
#P(""endTime"", ""6.70116"")",,,,
string,ACM2026.ACM,"#P(""startTime"", ""0.0868254"")
#P(""endTime"", ""2.66529"")",,,,
string,ACM2027.ACM,"#P(""startTime"", ""0.0701058"")
#P(""endTime"", ""1.72259"")",,,,
string,ACM2028.ACM,"#P(""startTime"", ""0.122646"")
#P(""endTime"", ""3.37529"")",,,,
string,ACM2029.ACM,"#P(""startTime"", ""0.0159259"")
#P(""endTime"", ""4.94265"")",,,,
string,ACM203.ACM,"#P(""startTime"", ""0.00925926"")
#P(""endTime"", ""6.6045"")",,,,
string,ACM2030.ACM,"#P(""startTime"", ""0.0785714"")
#P(""endTime"", ""2.50233"")",,,,
string,ACM2031.ACM,"#P(""startTime"", ""0.133968"")
#P(""endTime"", ""4.42217"")",,,,
string,ACM2032.ACM,"#P(""startTime"", ""0.15672"")
#P(""endTime"", ""2.44349"")",,,,
string,ACM2033.ACM,"#P(""startTime"", ""0.10328"")
#P(""endTime"", ""5.21471"")",,,,
string,ACM2034.ACM,"#P(""startTime"", ""0.0338095"")
#P(""endTime"", ""2.38127"")",,,,
string,ACM2035.ACM,"#P(""startTime"", ""0.0901587"")
#P(""endTime"", ""5.03476"")",,,,
string,ACM2036.ACM,"#P(""startTime"", ""0.107884"")
#P(""endTime"", ""1.33069"")",,,,
string,ACM2037.ACM,"#P(""startTime"", ""0.0824868"")
#P(""endTime"", ""1.0336"")",,,,
string,ACM2038.ACM,"#P(""startTime"", ""0.118571"")
#P(""endTime"", ""3.20746"")",,,,
string,ACM2039.ACM,"#P(""startTime"", ""0.0510053"")
#P(""endTime"", ""2.13974"")",,,,
string,ACM204.ACM,"#P(""startTime"", ""0.016455"")
#P(""endTime"", ""4.18836"")",,,,
string,ACM2040.ACM,"#P(""startTime"", ""0.11127"")
#P(""endTime"", ""8.05466"")",,,,
string,ACM2041.ACM,"#P(""startTime"", ""0.0964021"")
#P(""endTime"", ""4.27868"")",,,,
string,ACM2042.ACM,"#P(""startTime"", ""0.0267725"")
#P(""endTime"", ""2.33603"")",,,,
string,ACM2043.ACM,"#P(""startTime"", ""0.0752381"")
#P(""endTime"", ""1.88466"")",,,,
string,ACM2044.ACM,"#P(""startTime"", ""0.0786243"")
#P(""endTime"", ""2.60894"")",,,,
string,ACM2045.ACM,"#P(""startTime"", ""0.0951323"")
#P(""endTime"", ""1.32593"")",,,,
string,ACM2046.ACM,"#P(""startTime"", ""0.0540212"")
#P(""endTime"", ""1.91317"")",,,,
string,ACM2047.ACM,"#P(""startTime"", ""0.0896296"")
#P(""endTime"", ""2.23836"")",,,,
string,ACM2048.ACM,"#P(""startTime"", ""0.0493122"")
#P(""endTime"", ""3.51603"")",,,,
string,ACM2049.ACM,"#P(""startTime"", ""0.110159"")
#P(""endTime"", ""4.74931"")",,,,
string,ACM205.ACM,"#P(""startTime"", ""0.011746"")
#P(""endTime"", ""1.44344"")",,,,
string,ACM2050.ACM,"#P(""startTime"", ""0.0921693"")
#P(""endTime"", ""3.83942"")",,,,
