string,block0-n-0xB43,Yuna: {,},"エ　エルナー!?
急にどうしたのォ？","E-Elner!?\n
What's this all the sudden?",,
string,block0-n-0xB7C,Elner: {,},"もの凄い邪悪な力を
キャッチしたので　急いで
とんできたんです！","I detected tremendous evil power, so I flew here as fast as I could!",,
string,block0-n-0xBDC,Yuna: {,},ええっ!?　じゃ　あれは!!,HUH!? Then that's--!,,
string,block0-n-0xC06,Yuna: {,},な…何ですって!?,Wh...what did you say!?,,
string,block0-n-0xC28,Yuri: {,},ユーリィ　怖いですぅ…,Yuri is scared...,,
string,block0-n-0xC54,Yuna: {,},"な　何あれ!?
エルナー　あれも闇の仕業なの？","Wh-what IS that!?\n
Elner, is this the work of the darkness too?",,
string,block0-n-0xC97,Elner: {,},"わかりません…
ただ　強大な『悪』の力を感じます…","I don't know...\n
But I sense the power of great evil...",,
string,block0-n-0xCE4,Yuna: {,},"いったい　これから
どうなってくの……",What's going to happen now...?,,
string,block0-n-0xD21,Yuri: {,},"ぐっすん……
エ〜ン　エ〜ン　困ったですぅ〜[sweat]","(sob)...\n
Waaah! Waaah! This is terrible![nbsp][sweat]",,
string,block0-n-0xD6A,Yuna: {,},"ユーリィ……
そんなに　地球のことを……","Yuri...\n
You're that worried for Earth...",,
string,block0-n-0xDA9,Yuri: {,},"オオトロライスバーガー
まだ　食べ終わってなかったのにィ…
どこかに　落としちゃったですぅ!!",I dropped my tuna rice burger somewhere...and I had not yet finished eating it!!,"NOTE: オオトロ = ""the fat under-belly of tuna (considered high quality)""",
string,block0-n-0xE25,Yuna: {,},だああああっ！,Gaaaaaah!,,
string,block0-n-0xE45,Yuri: {,},ぐっすんですぅ…,(sob)...,,
string,block0-n-0xE6B,Yuna: {,},"と　ところでエルナー
街の方は大丈夫なの？","S-so hey, Elner...\n
Is the city doing okay?",,
string,block0-n-0xEAC,Elner: {,},"それが……
状況は悪くなるばかりです[sweat]
あれを見て！","Well...The situation is only going to get worse.[nbsp][sweat]\n
Look at that!",,
string,block0-n-0xF00,Yuna: {,},"何　コレ!?
街中　ロボットでいっぱいじゃないの！","What IS this!?\n
The city's full of robots!",,
string,block0-n-0xF47,Elner: {,},"どこからか
ゾロゾロ　わき出てきたんです…",They've been swarming out from someplace in droves...,,
string,block0-n-0xF8C,{,},"そして　ネオ東京のほとんどが
制圧されてしまいました！",And now they've taken control of almost all of Neo Tokyo!,,
string,block0-n-0xFD5,Yuna: {,},そんなぁ〜[sweat],Oh no...[nbsp][sweat],,
string,block0-n-0xFF3,Yuri: {,},"あ〜っ!?
た　大変ですぅ!!","Ah!?\n
Th-this is terrible!",,
string,block0-n-0x1028,Yuna: {,},どうしたの　ユーリィ!?,"What's wrong, Yuri!?",,
string,block0-n-0x1050,Yuri: {,},"バンキン・ドーナツが
襲われてますぅ！",Bunkin' Donuts is under attack!,"NOTE: not a localization, it's a popular chain in japan too",
string,block0-n-0x1091,{,},"ギョーザの猛将も！
ケーキの不死身屋も!!","The Burger Prince too!\n
And the Starpucks!","NOTE: Gyoza no Oushou (""Gyoza King"") is a Japanese gyoza chain, parodied here as Gyoza no Moushou (""Great Gyoza General""). the other reference is to a ""Fushimi Cake Store"" that's probably parodying the Fujiya chain.
(the first japanese starbucks opened in tokyo in 1996 and the game came out in 1997, so my localization here is just barely not anachronistic)",
string,block0-n-0x10CC,Shiori: {,},"まあ〜〜　兵糧責めですね〜〜
なかなかぁ〜敵さんも考えてますね〜〜","Ah...Starvation tactiiiiiiics...\n
The enemy is...quite cunniiiiiiiing...",NOTE: i was baffled by this for a long time before eventually discovering it has a kanji error -- 兵糧責め should be 兵糧攻め,
string,block0-n-0x1125,Yuna: {,},"ユ　ユーリィも詩織ちゃんも…
それどころじゃないよ[sweat]","Y-Yuri and Shiori both...\n
It's not the time, you two.[nbsp][sweat]",,
string,block0-n-0x1170,Yuna: {,},"あ〜ん[sweat]
どうしよう　エルナ〜〜[sweat]","AAAAGH![nbsp][sweat]\n
Elner, what're we gonna dooooo!?[nbsp][sweat]",,
string,block0-n-0x11A9,Elner: {,},"敵の軍勢は
広範囲に展開しています…
味方がこれだけでは……","The enemy's forces have deployed over a wide area...\n
If this group is all we have to work with...",,
string,block0-n-0x1205,Yuna: {,},"ああっ!?　街が
こんなになってるってことは……","AAAH!? If the city's in a state like this, then...",,
string,block0-n-0x124A,Yuna: {,},"他のみんなは　無事なのかな!?
舞ちゃんやエリカちゃんは……","Is everybody else safe!?\n
Mai, and Erika...",,
string,block0-n-0x129B,Shiori: {,},"そういえば〜〜
学校の方にも〜いっぱい敵さんが〜〜","Come to think of it...there are many enemies...at the schoooooooool, too...",,
string,block0-n-0x12E4,Yuna: {,},"そんなノンキなぁ[sweat]
早く助けに行かなくちゃ!!","She's so carefree...[nbsp][sweat]\n
We've gotta go help them, fast!",,
string,block0-n-0x1327,Yuri: {,},"あ〜ん[sweat]
待ってくださいですぅ！
ユーリィも　行くですぅ!!","Aaah![nbsp][sweat]\n
Please wait up!\n
Yuri is coming too!!",,
string,block0-n-0x1381,Shiori: {,},"あっ
わたしも〜〜〜いきます〜〜〜〜","Ah...\n
I will...go...as weeeeeeell...",,
string,block0-n-0x13BC,Yuna: {,},パパとママは　大丈夫かな!?,Are Papa and Mama okay!?,,
string,block0-n-0x13E8,Yuri: {,},心配ですぅ……,I am worried...,,
string,block0-n-0x140C,Elner: {,},"とにかく　すぐに
行ってみましょう！","Well, let's get going right now!",,
string,block0-n-0x144B,Elner: {,},"敵兵士の数から考えても
味方がこれだけでは対抗しきれません
圧倒的に戦力不足です！","Considering the quantity of enemy troops, we can't stand against them with just the force we have. Our fighting power is staggeringly insufficient!",,
string,block0-n-0x14BD,Mai: {,},"大丈夫よぉ！　いざとなったら
あたし一人で　あんなザコ兵士の
百匹や千匹　やっつけてやるから…","Don't sweat it! When it's all down to the wire, I'll just smack down, like, a million of those puny little bots all by myself...",,
string,block0-n-0x1535,Yuna: {,},"仲間を集めるっていっても
みんなの行方も　わからないし…
学校に来れば会えると思ったのにィ…","For all this talk about finding allies, we don't even know where everyone is...\n
I figured if we went to the school, we'd be able to find them...",,
string,block0-n-0x15AD,Yuri: {,},困ったですぅ…,We are in trouble...,,
string,block0-n-0x15D1,Elner: {,},"エリカ…エリカ７の面々は
今　どこにいるんですか？",Erika...Where are all the members of the Erika 7 now?,,
string,block0-n-0x161E,Erika: {,},"今は　各自のクラブが忙しくて
それぞれ活動してるわ…","Right now, they're busy doing their own activities with their clubs...",,
string,block0-n-0x166B,{,},"でも大丈夫！　どこにいるかは
だいたいわかるから　すぐにエリカ７を
集めて参上するわ！","But it's fine! I know roughly where they are, so I'll go fetch the Erika 7 right away and join the fray!","CHECK, not a use of 参上 i'm familiar with",
string,block0-n-0x16D9,Yuna: {,},エリカちゃん…行っちゃうの？,Erika...You're leaving?,,
string,block0-n-0x1707,Elner: {,},"ユナ　戦力は
一人でも多い方がいいんです！","Yuna, it's better to have more fighting power[nbsp]-- even just one person!",NOTE: isn't this a pretty good argument for erika NOT leaving?,
string,block0-n-0x174C,{,},"それに彼女も仲間の事が心配なはず…
わかってあげなさい…","And she's probably worried about her friends, too...Please understand...",,
string,block0-n-0x1797,Yuna: {,},わかった…気をつけてね！,Got it...Be careful!,,
string,block0-n-0x17C1,Erika: {,},"心配には　およばないわ！
それでは失礼　オーッホッホッホッ！","There's no need to worry!\n
Well, I'll be off. OH-hoh-hoh-hoh!","NOTE: and the next time we see her, she's been brainwashed into trying to kill yuna. no need to worry indeed.",
string,block0-n-0x1816,Yuna: {,},"よ〜し！
あたしも　がんばらなくちゃ!!","All right!\n
I've gotta give this my best too!",,
string,block0-n-0x1853,{,},"エリカ７は　エリカちゃんにまかせて
こっちもさっそく　仲間を捜しに
行きましょ！","Let's leave the Erika 7 to Erika, and hurry up and go find our friends ourselves!",,
string,block0-n-0x18BB,Yuri: {,},行くですぅ！,Here we go!,,
string,block0-n-0x18DD,Mai: {,},"ち　ちょっと　アンタ達!!
ＴＶ局で大変なことになってるわよ!!","H-hey, guys!\n
We've got bad stuff going down at the TV station!",,
string,block0-n-0x192E,Yuna: {,},エッ!?　どうしたの？,Huh!? What's wrong?,,
string,block0-n-0x1954,Yuna: {,},"そんな…
ファンの子達が捕まってる！","Oh no...\n
Those fangirls have been captured!",,
string,block0-n-0x198F,Yuri: {,},"ああっ！
ミキさんが戦ってるですぅ!!","Aaah!\n
Miss Miki is fighting!!",,
string,block0-n-0x19CE,Yuna: {,},た　助けに行かなきゃ!!,W-we've gotta go help her!,,
string,block0-n-0x19F6,Elner: {,},"待って　ユナ！
ワナかもしれません！","Hold on, Yuna!\n
It could be a trap!",,
string,block0-n-0x1A35,Yuna: {,},"でも……でも　あたし行く！
みんなあたしの　大事なお友達だもん！","But...but I'm going!\n
Because they're all my precious friends!",,
string,block0-n-0x1A8C,Mai: {,},ふぅ……仕方ないわねぇ,"(sigh)...Guess that's that, eh?",,
string,block0-n-0x1AB2,{,},"この『六本木の舞』が
特別に協力して　あげようじゃないの…
感謝しなさいよ　ユナ！","Ya got ^Mai of Roppongi~ here giving you special backup, y'know, so...You better be grateful, Yuna!",,
string,block0-n-0x1B1C,Yuna: {,},舞ちゃん…ありがとう！,Mai...Thank you!,,
string,block0-n-0x1B4F,,,"このウィンドウの中身がきれいになって
   からスクロールするか？","After this window's interior becomes clear, will there be scrolling?",,
string,block0-n-0x1B90,,,ホワイト・イン,White-in,,
string,block0-n-0x1BAA,,,画面をゆっくりフェードアウト,Slowly fade out screen,,
string,block0-n-0x1BC7,,,時間指定で音声再生,Voice playback with time designation,,
string,block0-n-0x1BE5,,,はりきっていってみよう！,Let's get enthusiastic!,,
,,,,"//==================================
// Indexed strings 
//==================================",,,
,,,,"//==================================
// Text block 1 (sector 0x10)
//==================================",,,
,,,,"//==================================
// Unindexed strings 
//==================================",,,
string,block1-0x39B,,,ユーリィと話す,Talk to Yuri,,
string,block1-0x3AA,,,まわりを見る,Look around,,
string,block1-0xBAB,,,戦う！,Fight!,,
string,block1-0xBB2,,,ユーリィ達と話す,Talk to Yuri and Shiori,,
string,block1-n-0x5D,Yuna: {,},うわ〜〜い！,Yipeeeee!,DUPE: F139,
string,block1-n-0x7B,Yuna: {,},"もう春だなぁ…
舞ちゃんが　お腹こわして
授業は早く終わるし……","It's springtime...\n
Mai got a tummyache, and class let out early...",DUPE: F140,
string,block1-n-0xD7,{,},"ぽかぽかと暖かいし…
なんかウキウキしちゃう!!","And it's so nice and warm...\n
It makes me feel all fuzzy inside!",DUPE: F141,
string,block1-n-0x135,Yuna: {,},"亜耶乎ちゃん…
これが地球の春っていうんだよ…
気持ちいいでしょ……","Ayako...\n
This is called the Earth's ^spring~...\n
Doesn't it feel nice...?",DUPE: F142,
string,block1-n-0x1A0,{,},ユナさ〜ん[sweat],Miss Yunaaaa...[nbsp][sweat],,
string,block1-n-0x1BA,Yuri: {,},"はぐはぐはぐ……
ユナさん　歩くの速いですぅ[sweat]","(munch) (munch) (munch)...\n
Miss Yuna, you walk fast.[nbsp][sweat]",DUPE: F143,
string,block1-n-0x203,Yuna: {,},"って…ユーリィ！
いつの間にそんなもの　買ったのよ!?","Hey...Yuri!\n
When did you buy all that!?",DUPE: F144,
string,block1-n-0x24E,Yuri: {,},"だって　ココの
ウメオカカライスバーガーって
最高においしいんですぅ❤","The ume okaka rice burgers here are the very best, you know.[nbsp]❤",DUPE: F145,
string,block1-n-0x2B4,{,},"特別に　ユナさんにも
一つ　あげますですぅ❤","I will specially give you one as well, Miss Yuna.[nbsp]❤",DUPE: F146,
string,block1-n-0x2F3,Yuna: {,},"エヘッ❤　ホントはあたしも
お腹ヘってたんだぁ！","Eh-heh.[nbsp]❤ Actually, I'm pretty hungry too!",DUPE: F147,
string,block1-n-0x33A,{,},いっただきまーす!!,Thanks for the food!,DUPE: F148,
string,block1-n-0x365,{,},"あ〜〜〜っ　ユナさぁ〜〜〜ん
こんにちは〜〜〜〜","Ahh...Miss Yunaaaaaaa...\n
Helloooooooo...",,
string,block1-n-0x3C2,Yuna: {,},"モグモグ……ホ　ホントだぁ！
コレ　とってもおいしい！
サンキュー　ユーリィ❤","(chomp) (chomp)...Y-you're right! This is SUPER delicious!\n
Thanks, Yuri![nbsp]❤",DUPE: F149,
string,block1-n-0x42C,Yuri: {,},"ユナさんが喜んでくれて
ユーリィ　とってもうれしいですぅ！","Yuri is very happy that you are pleased, Miss Yuna!",DUPE: F150,
string,block1-n-0x497,{,},ユナさ〜〜〜ん…,Miss Yunaaaaaa...,,
string,block1-n-0x4B5,Yuna: {,},"あれぇ　詩織ちゃん！
今日はどうしたの？　お買いもの？","Oh? Shiori!\n
What're you up to today? Shopping?",DUPE: F151,
string,block1-n-0x502,Shiori: {,},"え〜〜と〜〜〜
そうだったような〜〜〜
違うような〜〜〜","Uhhhhmmmmm...\n
I think...that's what it was...\n
Or maaaaaaybe...it wasn't...",DUPE: F152,
string,block1-n-0x556,Yuna: {,},はあ……………あれ？,(sigh)...Huh?,DUPE: F153,
string,block1-n-0x599,Yuna: {,},"何だろう？
急に空が暗くなってきた…","What's going on?\n
The sky's gotten dark all of a sudden...",DUPE: F154,
string,block1-n-0x5D5,Shiori: {,},"なんか〜〜〜すっご〜〜〜く
いや〜な　よかんがします〜〜〜",Somehow...I have a veeeeeeery bad feeling...about this...,DUPE: F155,
string,block1-n-0x655,Yuna: {,},"わぁーーーーーっ！
か　雷だぁ〜っ[sweat]","WAAAAAAAH!!\n
L-lightning![nbsp][sweat]",DUPE: F156,
string,block1-n-0x690,Yuri: {,},"おヘソ取られないように
隠すですぅ！",Hide your belly button so it is not stolen!,DUPE: F157,
string,block1-n-0x6DA,{,},"フフフフッ……
ハーッハハハハッ！","Heh-heh-heh-heh...\n
HAH-HA-HA-HA-HA!",,
string,block1-n-0x702,Yuna: {,},いったい　誰の声!?,What the heck is that voice!?,,
string,block1-n-0x743,Yuna: {,},"な　何なの　あれは？
何かのイベントかしら？","Wh-what's THAT?\n
Some kind of event?",,
string,block1-n-0x786,Yuri: {,},"ずいぶんと
おっきな人ですぅ……",It is an extremely large person...,,
string,block1-n-0x7D7,{,},"フフフフ…　ハーハハハハッ！
愚かな人間どもよ　聞くがいい！","Heh-heh-heh-heh...Hah-ha-ha-ha-ha!\n
Hear me, foolish humans!",,
string,block1-n-0x824,{,},"今　この時から　地球は
我が機械化帝国の支配下となった！","From this moment forth, Earth is under the dominion of my Machinate Empire!","NOTE: 機械化帝国: literally the ""machinization empire"", i.e. an ""empire of turning things into machines"". this is translated into english as ""Technocracy"" (or rather ""Technocrasy"") in some Japanese materials, but I feel this doesn't work well for various reasons and have gone with ""Machinate"" for 機械化 while keeping the ""Empire"" part as it is.",
string,block1-n-0x878,{,},"貴様らは　もがき苦しみながら
この星もろとも　滅んでいくのだ！",You shall writhe in agony as you are annihilated along with your planet!,,
string,block1-n-0x8BC,Yuri: {,},"ヒーローショーの
悪役みたいですぅ",She is like the bad guy in a hero show.,DUPE: F158,
string,block1-n-0x8F9,Yuna: {,},"ってことは　もしかしたら
ポリリーナ様がシュバシュバッと……
ワクワク❤","...Which means that, just maybe, Polylina will leap out, and THEN...\n
Ooooh man...[nbsp]❤",DUPE: F159,
string,block1-n-0x96F,Elner: {,},ユナー！　ユナー！,Yuna! YUNA!,,
string,block1-n-0x9A2,Yuna: {,},"エ　エルナー!?
急にどうしたのォ？","E-Elner!?\n
What's this all the sudden?",DUPE: F160,
string,block1-n-0x9DB,Elner: {,},"もの凄い邪悪な力を
キャッチしたので　急いで
とんできたんです！","I detected tremendous evil power, so I flew here as fast as I could!",DUPE: F161,
string,block1-n-0xA3B,Yuna: {,},ええっ!?　じゃ　あれは!!,HUH!? Then that's--!,DUPE: F162,
string,block1-n-0xA7B,{,},"フフフフッ………
手始めに　この街から破壊してやるわ…","Heh-heh-heh-heh...\n
The destruction shall begin from this city...",,
string,block1-n-0xAC3,{,},いでよ！　機械化兵士達!!,"Come forth, Machinate troops!",,
string,block1-n-0xB0D,Elner: {,},"大変です！　機械の兵士が
街の人を襲っています!!",This is terrible! Robotic soldiers are attacking the townspeople!,"NOTE: this game is very sparing with the word ""robot"", using it only five times throughout the entire script despite the whole plot revolving around an invasion of alien robots. in this game, ""robot"" is used only in reference to the (non-sentient?) mecha soldiers, whereas the actual ""living robot"" characters are referred to as 機械 (machines), or coined terms like 機械人 (machine people). i've attempted to adhere to the same convention.
that said, the original game uses ""machine"" rather than ""robot"" here, but it's referring to the grunt troops, and i feel ""robot"" is more natural in english for this scenario.",
string,block1-n-0xB58,Yuna: {,},"き　機械の兵って？　どうして？
いったい　どこから現れたの？","R-robotic soldiers? Why?\n
Where the heck did they come from?",,
string,block1-n-0xBCE,Yuna: {,},"詩織ちゃん　ユーリィ！
手伝って!!","Shiori, Yuri!\n
Back me up!",,
string,block1-n-0xC07,Yuri: {,},はいですぅ！,Yes ma'am!,,
string,block1-n-0xC29,Shiori: {,},わかりました〜〜〜〜,Understoooooood...,,
,,,,"//==================================
// Indexed strings 
//==================================",,,
,,,,"//==================================
// Text block 2 (sector 0x20)
//==================================",,,
,,,,"//==================================
// Unindexed strings 
//==================================",,,
